Payer ID,Payer Name,Institutional Claims,Professional Claims,Dental Claims,ERA,Eligibility,Attachments,Workers Comp,Secondary Support,Payer Type,Payer State
157,Davis Vision,no,yes,no,enrollment,no,no,no,yes,commercial,
SB580,DC BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,
DCMCD,DC Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,DC
12201,DC Medicare Part A,enrollment,no,no,enrollment,no,yes,no,yes,medicare,DC
12202,DC Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,DC
DCRSS,DC Risk Solutions,yes,yes,no,no,no,no,no,yes,commercial,
12301,DC/MD Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,MD
38261,DCHP - Texas Medicaid,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1058,"De Bartolos, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,DE
570,DE BCBS Highmark,enrollment,enrollment,no,enrollment,yes,no,no,yes,bcbs,DE
DEMCD,DE Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,DE
DSCYF,"DE Medicaid -  Department of Services for Children, Youth & their Families",yes,yes,no,enrollment,no,no,no,,medicaid,
12101,DE Medicare Part A,enrollment,no,no,enrollment,no,yes,no,yes,medicare,
12102,DE Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,DE
39113,Dean Health Plan,yes,yes,no,no,yes,no,no,yes,commercial,
41822,Dean Health Plan Individual and Family (IFB) plans ,yes,yes,no,enrollment,no,no,no,,commercial,
36213,Dearborn National,no,no,no,enrollment,no,no,no,,commercial,
DECNT,Decent,yes,yes,no,no,no,no,no,,,
36491,Deductible Guard,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2336,Definiti,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1681,"Del Taco, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
77124,DELANO IPA,no,yes,no,no,no,no,no,no,commercial,
J1983,"Dell, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1955,Delos,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
CDIAM,Delta Dental of Iowa,no,no,yes,no,no,no,no,yes,,IA
CDKS1,Delta Dental of Kansas KS,no,no,no,enrollment,no,no,no,no,,
DHS01,Delta Health Systems,yes,yes,no,enrollment,no,no,no,yes,commercial,
63740,DentaQuest Vision,yes,yes,no,no,no,no,no,yes,commercial,
84133,Denver Health and Hospital Authority,yes,yes,no,no,no,no,no,yes,commercial,
84134,Denver Health Indigent,no,yes,no,no,no,no,no,no,commercial,
84135,Denver Health Medical Plan,yes,yes,no,no,yes,no,no,yes,commercial,
84131,Denver Health Medical Plan Inc ,yes,yes,no,no,yes,no,no,yes,commercial,
77044,Department of Labor,enrollment,enrollment,no,enrollment,no,yes,yes,,workerscomp,
77104,Department of Labor Black Lung,enrollment,enrollment,no,enrollment,no,yes,yes,,workerscomp,
77103,Department of Labor Energy Division,enrollment,enrollment,no,enrollment,no,yes,yes,,workerscomp,
J1514,Department of Water and Power of the City of Los Angeles (LADWP),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SX105,Deseret Mutual,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
DESRT,Desert Medical Group,no,yes,no,no,no,no,no,yes,commercial,CA
44006,Desert Oasis HealthCare,no,yes,no,enrollment,no,no,no,,commercial,
62599,Detego Health,yes,yes,no,no,no,no,no,no,commercial,
DEVOT,Devoted Health,yes,yes,no,enrollment,yes,no,no,yes,commercial,
HCS01,Diabetes Heart Care CSNP,no,yes,no,no,no,no,no,,commercial,NC
J2140,"Diamond Insurance Group, LTD",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2298,Dignity Health Chw,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
PROH1,Dignity Health Medical Foundation,yes,yes,no,enrollment,no,no,no,,commercial,
RP088,Dignity Health Plan,yes,yes,no,no,no,no,no,,commercial,
DCA62,Direct Care Administrators,yes,yes,no,enrollment,no,no,no,yes,,
J4155,Direct Pay Provider Network - Institutional,yes,no,no,no,no,no,yes,,workerscomp,
J4156,Direct Pay Provider Network - Professional,no,yes,no,no,no,yes,yes,,workerscomp,
J1059,Directory Distributing Assoc.,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1611,Discount Tire,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1060,Discover Re (Burger King),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1933,Disneyland Resorts (Bunch CareSolutions),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
6102,Diversified Administration Corp,yes,yes,no,enrollment,yes,no,no,yes,commercial,
16003,DME Region A,no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,
17003,DME Region B,no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,
18003,DME Region C,no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,
19003,DME Region D,no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,
Z1412,DMEnsion Benefit Management,no,yes,no,enrollment,no,no,no,,commercial,
DRHCP,Doctors Healthcare Plans,yes,yes,no,enrollment,yes,no,no,yes,commercial,FL
DOLMG,Dolton Medical Group,yes,yes,no,enrollment,no,no,no,,commercial,
DOM01,Dominion National ,no,no,no,enrollment,no,no,no,,commercial,
74284,DRISCOLL CHILDRENS HEALTH PLAN,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J2273,DSW Inc.,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2212,Duke University,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
35186,Dunn and Associates Benefits Adm,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1061,Dunn-Edwards Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1994,"Durham County, Nc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2252,Duty Free Stores,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1062,"Dynamex, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1934,Eagle Claims,no,no,no,enrollment,no,yes,yes,no,workerscomp,
EAP20,EAP20 - Aetna Employee Assistance Program (EAP),yes,yes,no,no,no,no,no,,commercial,
36434,Early Intervention Central,no,yes,no,enrollment,no,no,no,yes,commercial,
8044,East Pointe Behavioral Health,enrollment,enrollment,no,enrollment,no,no,no,yes,medicaid,
0804A,East Pointe Behavioral Health - DOS 6/30/23 and before,yes,yes,no,no,no,no,no,yes,commercial,
J2143,Eastern Alliance (EA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1903,Eastman Kodak Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2199,Eberle Vivian,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
31074,EBMC,yes,yes,no,enrollment,no,no,no,yes,commercial,
81039,EBMS,yes,yes,no,enrollment,yes,no,no,yes,commercial,
34166,EBS OF OHIO,no,yes,no,no,no,no,no,no,commercial,
EBSO1,EBSO,yes,yes,no,no,no,no,no,,commercial,
58379,ECHO Health Inc,no,no,no,enrollment,no,no,no,no,commercial,
J1289,EDIC,no,no,no,enrollment,no,yes,yes,no,workerscomp,
J1204,Edwards Claims Administration,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ECL01,El Camino Health Alliance,yes,yes,no,enrollment,no,no,no,,commercial,
J2362,El Centro Regional Medical Center,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
EPF37,El Paso 1st Healthcare Options,yes,yes,no,enrollment,no,no,no,yes,medicaid,
A0106,El Paso Community College (Tx Jur),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
EPF03,El Paso First Chip,yes,yes,no,enrollment,no,no,no,yes,commercial,
EPF10,El Paso First Healthcare,yes,yes,no,enrollment,no,no,no,yes,commercial,
EPF07,EL PASO HEALTH ADVANTAGE DUAL SNP (HMO D-SNP),yes,yes,no,enrollment,no,no,no,,commercial,
J1017,El Paso Water Util Tx Jur ,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1737,El Pollo Loco,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MPM04,El Proyecto De Barrio,yes,yes,no,enrollment,no,no,no,,commercial,CA
4326,ELDER SERVICE PLAN OF THE NORTH SHORE,yes,yes,no,enrollment,no,no,no,no,commercial,
64192,Elderhaus Inc.,yes,yes,no,no,no,no,no,,commercial,
31625,ElderPlan Inc,yes,yes,no,no,yes,no,no,yes,commercial,
"3964,Elderwood Health	,yes,yes,no,enrollment,no,no,no,,commercial,"
30506,Electric Welfare Trust Fund,no,yes,no,no,no,no,no,no,commercial,
ISA21,Elips Life Insurance (Medicare Supplement),no,no,no,enrollment,no,no,no,,,
37253,Elmco,enrollment,enrollment,no,enrollment,no,no,no,no,commercial,
J1613,Emanate Health,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MPM62,Emanate Health IPA,yes,yes,no,no,no,no,no,,commercial,
13551,Emblem Health GHI New York Group Health Inc,enrollment,enrollment,no,enrollment,yes,no,no,yes,commercial,
J1118,"EMC Risk Services  (Except CA, NM, NV)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1029,EMCASCO Insurance Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1433,EMCASCO Insurance Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
21407,"EMCASCO Insurance Co - (Except CA, NM, NV)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
34167,Emerald Health Network Inc All P,yes,yes,no,no,no,no,no,yes,commercial,
95600,Emergency Medical Services Fund Orange County CA,no,yes,no,no,no,no,no,no,commercial,
J1679,Emeritus Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SX110,EMI Health,yes,yes,no,enrollment,yes,no,no,yes,commercial,
59299,EMIKP Ambulance Claims,no,yes,no,no,no,no,no,no,commercial,
38241,"Employee Benefit Concepts (Farmington Hills, MI)",yes,yes,no,no,no,no,no,yes,commercial,
37257,Employee Benefit Consultants,yes,yes,no,enrollment,no,no,no,yes,commercial,
92135,Employee Benefit Logistics,yes,yes,no,enrollment,no,no,no,yes,,
"37216,""Employee Benefit Services (Ft. Mill, SC)	"",yes,yes,no,enrollment,no,no,no,yes,commercial,"
60221,"Employee Benefit Services, Inc. (EBSI)",yes,yes,no,enrollment,no,no,no,yes,commercial,
42149,Employee Benefit Systems,yes,yes,no,enrollment,no,no,no,yes,commercial,
22262,Employee Benefits Administration,yes,yes,no,enrollment,no,no,no,yes,commercial,CA
3036,"Employee Benefits Plan Administration, Inc.",yes,yes,no,enrollment,no,no,no,no,commercial,
35112,Employee Plans LLC,yes,yes,no,enrollment,no,no,no,no,commercial,
48888,Employer Direct Healthcare,yes,yes,no,no,no,no,no,no,commercial,
EDHP1,Employer Driven Insurance Services,yes,yes,no,enrollment,no,no,no,no,commercial,
J1864,Employer Insurance Group (EIG) (RX ONLY),no,no,no,enrollment,no,yes,yes,no,workerscomp,
74212,Employer Plan Services,yes,yes,no,enrollment,no,no,no,yes,commercial,
75236,Employer's Direct Health - (Employee Plan),yes,yes,no,no,no,no,no,no,commercial,
J4276,"Employers Assurance Company (Except ND, OH, WA, WY)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J3771,Employers Choice (ECN),yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J4277,"Employers Compensation Insurance Company(Except ND, OH, WA, WY)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,
75232,Employers Direct Health,yes,yes,no,no,no,no,no,yes,commercial,
75235,Employers Direct Health (Fully Insured),yes,yes,no,no,no,no,no,no,commercial,
75233,Employers Direct Health (Self Funded),yes,yes,no,no,no,no,no,no,commercial,
J1696,Employers General Insurance Group,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
IHS07,EMPLOYERS HEALTH NETWORK,yes,yes,no,no,no,no,no,,commercial,
J1912,"Employers Insurance (Except ND, OH, WA, WY)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1232,"Employers Insurance Company of Nevada (Except ND, OH, WA, WY)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
21415,"Employers Mutual Casualty -  (Except CA, NM, NV)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J4278,"Employers Preferred Insurance Company (Except ND, OH, WA, WY)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,
12956,Empower,yes,yes,no,enrollment,yes,no,no,yes,medicaid,AR
L0240,EnableComp,no,yes,no,no,no,no,no,no,commercial,
35206,Encircle PPO,yes,yes,no,no,no,no,no,yes,commercial,
C1049,Encompass,no,yes,no,no,no,yes,yes,,workerscomp,
J2369,Encompass Specialty Surgery Network,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J1761,Encova Insurance (Formerly Brickstreet Insurance) (EXCEPT PA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
EGPIN,Enterprise Group Planning,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
J2265,Entertainment Employees WC Program,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
36878,Entrust,yes,yes,no,no,no,no,no,no,commercial,
J1063,Envirosource,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
56190,Envolve Vision,no,yes,no,enrollment,no,no,no,yes,commercial,
EPIC1,Epic Specialty Benefits (WPS),yes,yes,no,enrollment,no,no,no,yes,commercial,
J2090,Equian,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1952,"Ergon, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ISA06,Erie Insurance (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
TH110,ERISA,no,yes,no,no,no,no,no,yes,commercial,
74234,ERISA,no,yes,no,no,no,no,no,yes,commercial,
J1022,ERMC,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
34108,ES Beveridge and Associates,yes,yes,no,enrollment,no,no,no,no,commercial,
TP043,ESIS,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1064,ESIS (First American Insurance Co),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1451,ESIS - Kelly Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1454,ESIS - Lockheed Martin Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
20818,Essence Healthcare,yes,yes,no,enrollment,yes,no,no,yes,commercial,
EHPSC,Essential Health Partners,yes,yes,no,enrollment,no,no,no,yes,commercial,
EIPA9,Essential Health Partners IPA,yes,yes,no,enrollment,no,no,no,yes,commercial,
30210,Esurance Inc,no,yes,no,no,no,no,no,no,,
25712,Esurance Insurance Company ,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
RP037,eternalHealth,yes,yes,no,no,no,no,no,,commercial,
35605,Everence,yes,yes,no,enrollment,yes,no,no,yes,commercial,
ISA07,Everest (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
64300,EVERSANA Life Science Services LLC,yes,yes,no,no,no,no,no,yes,commercial,
J1065,Evolution Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
59313,"Evolutions Healthcare Systems (New Port Richey, FL)",yes,yes,no,enrollment,no,no,no,no,commercial,
EH001,Evry Health,yes,yes,no,no,yes,no,no,,commercial,
22344,Exceedent,yes,yes,no,enrollment,no,no,no,,commercial,
EXC01,Excel MSO,yes,yes,no,enrollment,no,no,no,yes,commercial,CA
805,Excellus BCBS - Central New York,yes,yes,no,enrollment,yes,no,no,yes,bcbs,
804,Excellus BCBS - Rochester Area,yes,yes,no,enrollment,yes,no,no,yes,bcbs,NY
806,Excellus BCBS - Utica Watertown,yes,yes,no,enrollment,yes,no,no,yes,bcbs,NY
EC999,Exclusive Care - County of Riverside,enrollment,enrollment,no,no,no,no,no,yes,commercial,CA
83383,Exemplar Health,yes,yes,no,no,no,no,no,yes,commercial,
J1606,ExxonMobil Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
12K89,Eye Management Inc,yes,yes,no,no,no,no,no,no,medicaid,
J2209,Fabcon,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
95432,Facey Medical Foundation,no,yes,no,enrollment,no,no,no,yes,commercial,
37300,FACS Group,yes,yes,no,no,no,no,no,no,commercial,
J1019,Factory 2 U,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1624,Fairchild Fasteners,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1884,Fairfax County Government,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1697,Fairmont Specialty Insurance Company - TX,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1618,Fairview Health Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
FCC20,Falling Colors,yes,yes,no,enrollment,no,no,no,no,commercial,
22254,Fallon Community Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
60995,FAMILY CARE,yes,yes,no,enrollment,no,no,no,yes,commercial,
MPM40,Family Care Specialists (FCS),yes,yes,no,no,no,no,no,,,CA
10145,Family Practice Medical Group,yes,yes,no,enrollment,no,no,no,,commercial,
J1807,"FAMSA, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
RP061,Farm Bureau Health Plans MAPD,yes,yes,no,no,yes,no,no,yes,commercial,
J1853,Farm Bureau Mutual Insurance Company (MN Only),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
14140,Farm Family Life,yes,yes,no,no,no,no,no,yes,commercial,
C1025,Farmers Insurance,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
J1563,Farmers Insurance Exchange (WC ONLY) -  MN Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1100,Farmers Workplace Solutions (Auto),yes,yes,no,no,no,yes,yes,,workerscomp,
J1687,Farmers \ Civic Property and Casualty Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1703,Farmers \ Exact Property and Casualty Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1706,Farmers \ Fire Insurance Exchange,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1710,Farmers \ Mid-Century Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1701,Farmers \ Neighborhood Spirit Property and Casualty Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1713,Farmers \ Truck Insurance Exchange,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
FAX01,Faxed Claim,yes,yes,no,no,no,yes,no,yes,commercial,
J1830,FCCI,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
33033,FCE Benefit Administrators,yes,yes,no,enrollment,no,no,no,no,commercial,
J3933,FCS Administrators,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J2361,Federal Mogul,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1297,Federated Claims Service Corp.,no,no,no,enrollment,no,yes,yes,no,workerscomp,
13935,Federated Mutual Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
11118,Federated Rural Electric (TX),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
28304,Federated Services Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
60818,Fenix Medical Group,yes,yes,no,enrollment,no,no,no,,commercial,
J1909,FFVA Mutual Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
11315,Fidelis Care New York,yes,yes,no,enrollment,yes,no,no,yes,commercial,
FSL01,Fidelity Security Life,yes,yes,no,no,no,no,no,yes,commercial,
J2200,Fincor,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
21873,Firemans Fund Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2196,Firemen's Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
91131,First Choice Health Administrato,yes,yes,no,enrollment,no,no,no,yes,commercial,
FCMA1,First Choice MA Plans,yes,yes,no,enrollment,no,no,no,,commercial,
FC001,First Choice Medical Group/Meritage,yes,yes,no,no,no,no,no,,commercial,
73159,First Health Network fka CCN Ma,yes,yes,no,no,no,no,no,yes,commercial,
J3839,"First Managed Care Option, Inc",yes,yes,no,enrollment,no,yes,yes,,workerscomp,
FS802,FIRST SOLUTIONS,no,yes,no,no,no,no,no,no,commercial,
94999,FirstCare,yes,yes,no,enrollment,yes,no,no,yes,commercial,
94998,FIRSTCARE - MEDICAID,yes,yes,no,enrollment,no,no,no,yes,medicaid,
FCC01,FirstCarolinaCare - New,yes,yes,no,no,no,no,no,,commercial,
J1011,Firstcomp,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
64518,FirstNation Health,yes,yes,no,enrollment,no,no,no,no,commercial,
62061,Fiserv HealthKansas,no,yes,no,no,no,no,no,no,commercial,
J3839,"FKI Industries, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
590,FL BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,FL
95411,FL MCO PHCPHP,yes,yes,no,enrollment,no,no,no,yes,commercial,
77027,FL Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,FL
9101,FL Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,FL
9102,FL Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,FL
R7004,Flex Compension,no,no,no,enrollment,no,no,no,no,commercial,
FLCCR,Florida Community Care,yes,yes,no,enrollment,no,no,no,yes,,FL
FLCPC,FLORIDA COMPLETE CARE,yes,yes,no,no,no,no,no,yes,commercial,
J1910,Florida Fruit and Vegetable Association,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ERA10,"Florida Health Administrators, Inc. (FHA) ",no,no,no,enrollment,no,no,no,,,
59322,Florida Health Care Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
48116,Florida Hospital Waterman,yes,yes,no,no,no,no,no,yes,commercial,
FLPAC,Florida Pace Center,yes,yes,no,no,no,no,no,yes,,
J1299,Florist Mutual Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
FH205,Flume Health,yes,yes,no,enrollment,no,no,no,,commercial,
48117,FMH Benefit Services Inc,yes,yes,no,enrollment,yes,no,no,yes,commercial,
85362,Fnd For Medicare of Tulare Kings Counties Inc,no,no,no,enrollment,no,no,no,no,commercial,
HFP01,Focus Plan NC,no,yes,no,no,no,no,no,,commercial,NC
J2158,Foot Locker,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
11185,Foremost,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
25059,Forest County Potawatomi Insurance Department,yes,yes,no,enrollment,no,no,no,no,commercial,
J2153,Forestry Mutual Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
23802,Forevercare,yes,yes,no,no,no,no,no,,commercial,AR
BOONG,FOUNDATION BENEFIT ADMINISTRATOR,yes,yes,no,enrollment,no,no,no,yes,commercial,
TKFMC,Foundation for Medical Care of Tulare & Kings County,yes,yes,no,enrollment,no,no,no,no,commercial,
