"Payer ID","Payer Name","Institutional Claims","Professional Claims","Dental Claims",ERA,Eligibility,Attachments,"Workers Comp","Secondary Support","Payer Type","Payer State","Eligibility Category"
J4377,"Energy Tubulars, Inc - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4109,"Enterprise Claims Management Inc for Valero Energy Corporation",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
EGPIN,"Enterprise Group Planning",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J2265,"Entertainment Employees WC Program",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
36878,Entrust,yes,yes,no,no,no,no,no,no,commercial,,
J1063,Envirosource,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
56190,"Envolve Vision",no,yes,no,enrollment,no,no,no,yes,commercial,,
TBL38,"EOB TPA, LLC",yes,yes,no,no,no,no,no,,,,
J4014,"EPIC BB Everest Premier Insurance Co # 206",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
EPIC1,"Epic Specialty Benefits (WPS)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J2090,Equian,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4445,"EquipmentShare.com, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1952,"Ergon, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1734,"Erie Insurance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ISA06,"Erie Insurance (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
J1022,ERMC,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3780,ERS,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
34108,"ES Beveridge and Associates",yes,yes,no,enrollment,no,no,no,no,commercial,,
TP043,ESIS,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1064,"ESIS (First American Insurance Co)",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J1451,"ESIS - Kelly Services",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1454,"ESIS - Lockheed Martin Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1080,"ESIS Auto",yes,yes,no,no,no,yes,yes,,workerscomp,,
20818,"Essence Healthcare",yes,yes,no,no,no,no,no,yes,commercial,,
J4111,"Essendant Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
EHPSC,"Essential Health Partners",yes,yes,no,enrollment,no,no,no,yes,commercial,,
EIPA9,"Essential Health Partners IPA",yes,yes,no,enrollment,no,no,no,yes,commercial,,
25712,"Esurance Insurance Company ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
RP037,eternalHealth,yes,yes,no,enrollment,no,no,no,,commercial,,
35605,Everence,yes,yes,no,enrollment,no,no,no,yes,commercial,,
ISA07,"Everest (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
32052,Everpointe,yes,yes,no,no,no,no,no,,commercial,,
J1065,"Evolution Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
59313,"Evolutions Healthcare Systems (New Port Richey, FL)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
EH001,"Evry Health",yes,yes,no,enrollment,yes,no,no,,commercial,,Prime
NVFFS,"EVV State of Nevada",yes,yes,no,no,no,no,no,,medicaid,,
22344,Exceedent,yes,yes,no,enrollment,no,no,no,,commercial,,
EXC01,"Excel MSO",yes,yes,no,enrollment,no,no,no,yes,commercial,CA,
00805,"Excellus BCBS - Central New York",yes,yes,no,enrollment,yes,no,no,yes,bcbs,NY,Prime
00804,"Excellus BCBS - Rochester Area",yes,yes,no,enrollment,yes,no,no,yes,bcbs,NY,Prime
00806,"Excellus BCBS - Utica Watertown",yes,yes,no,enrollment,yes,no,no,yes,bcbs,NY,Prime
83383,"Exemplar Health",yes,yes,no,no,no,no,no,yes,commercial,,
J3739,"Express, LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3740,"Express, LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1606,"ExxonMobil Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3894,"EZ-Mix  (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2209,Fabcon,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
95432,"Facey Medical Foundation",no,yes,no,enrollment,no,no,no,yes,commercial,,
J1019,"Factory 2 U",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4601,"Fairbanks Risk Management",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1624,"Fairchild Fasteners",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1884,"Fairfax County Government",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1697,"Fairmont Specialty Insurance Company - TX",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1618,"Fairview Health Services",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
FCC20,"Falling Colors",yes,yes,no,enrollment,no,no,no,no,commercial,,
22254,"Fallon Community Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J3681,"Falls Lake",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
60995,"FAMILY CARE",yes,yes,no,enrollment,no,no,no,yes,commercial,,
FCS01,"Family Care Specialists IPA  ",yes,yes,no,no,no,no,no,,,,
FCMS2,"Family Choice Medical Services (Altura)",yes,yes,no,enrollment,no,no,no,,,,
10145,"Family Practice Medical Group",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1807,"FAMSA, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ERA57,"Farm Bureau Health Plans - ERA Only",no,no,no,enrollment,no,no,no,,,,
RP061,"Farm Bureau Health Plans MAPD",yes,yes,no,no,no,no,no,yes,commercial,,
J1853,"Farm Bureau Mutual Insurance Company (MN Only)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4167,"Farm Bureau of MI",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
14140,"Farm Family Life",yes,yes,no,no,no,no,no,yes,commercial,,
C1025,"Farmers Insurance",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J1563,"Farmers Insurance Exchange (WC ONLY) -  MN Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3298,"Farmers of Flemington",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
C1100,"Farmers Workplace Solutions (Auto)",yes,yes,no,no,no,yes,yes,,workerscomp,,
C1011,"Farmers Workplace Solutions (MN Only / Formerly MetLife)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1687,"Farmers \ Civic Property and Casualty Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1703,"Farmers \ Exact Property and Casualty Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1706,"Farmers \ Fire Insurance Exchange",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1710,"Farmers \ Mid-Century Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1701,"Farmers \ Neighborhood Spirit Property and Casualty Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1713,"Farmers \ Truck Insurance Exchange",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
FAX01,"Faxed Claim",yes,yes,no,no,no,yes,no,yes,commercial,,
J1830,FCCI,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
33033,"FCE Benefit Administrators",yes,yes,no,enrollment,no,no,no,no,commercial,,
J3933,"FCS Administrators",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4126,"FDM Preferred Insurance - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2361,"Federal Mogul",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1297,"Federated Claims Service Corp.",no,no,no,enrollment,no,yes,yes,no,workerscomp,,
13935,"Federated Mutual Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
11118,"Federated Rural Electric (TX)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
28304,"Federated Services Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3892,"Fender Musical Instruments Corp (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
60818,"Fenix Medical Group",yes,yes,no,enrollment,no,no,no,,commercial,,
83309,"Fenyx Health",yes,yes,no,no,no,no,no,,,,
J1909,"FFVA Mutual Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
11315,"Fidelis Care New York",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
J3299,"Fidelity Mohawk",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
FSL01,"Fidelity Security Life",yes,yes,no,no,no,no,no,yes,commercial,,
J4125,"fieldTRUE LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2200,Fincor,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4127,"Fire Districts Insurance Co., Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4128,"Fire Districts of NY Mutual Ins. Co., Inc - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
FRFLY,"Firefly Health",yes,yes,no,no,no,no,no,,commercial,,
J2332,"Fireman's Fund Insurance Company  dates of injury on or after 1/1/18 (dba Allianz Global Corporate & Specialty)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
21873,"Firemans Fund Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2196,"Firemen's Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4112,"First American Financial Corporation - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3682,"First Chicago",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
91131,"First Choice Health Administrato",yes,yes,no,enrollment,no,no,no,yes,commercial,,
FCMA1,"First Choice MA Plans",yes,yes,no,enrollment,no,no,no,,commercial,,
FC001,"First Choice Medical Group/Meritage",yes,yes,no,enrollment,no,no,no,,commercial,,
57103,"FIRST CHOICE NEXT A PRODUCT OF SELECT HEALTH SOUTH CAROLINA INC",yes,yes,no,enrollment,no,yes,no,,commercial,,
32456,"First Choice VIP Care(SC D SNIP) by Select Health of South Carolina, Inc.",yes,yes,no,enrollment,no,yes,no,,commercial,,
C1074,"First Health PPO",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3839,"First Managed Care Option, Inc - All States except NY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
40270,"First Managed Care Options, Inc.",yes,yes,no,no,no,no,no,,,,
J4183,"First Mutual Transportation Assurance (FMTAC) (New York MTA) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3324,"First Patriot Insurance Company ",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3935,"First Responder Joint Insurance Fund",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
FS802,"FIRST SOLUTIONS",no,yes,no,no,no,no,no,no,commercial,,
94999,FirstCare,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
94998,"FIRSTCARE - MEDICAID",yes,yes,no,enrollment,no,no,no,yes,medicaid,TX,
FCC01,"FirstCarolinaCare - New",yes,yes,no,no,no,no,no,yes,commercial,,
J1011,Firstcomp,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
64518,"FirstNation Health",yes,yes,no,enrollment,no,no,no,no,commercial,,
62061,"Fiserv HealthKansas",no,yes,no,no,no,no,no,no,commercial,,
J1047,"FKI Industries, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
00590,"FL BCBS",yes,yes,no,enrollment,yes,yes,no,yes,bcbs,FL,Prime
95411,"FL MCO PHCPHP",yes,yes,no,enrollment,no,no,no,yes,commercial,,
77027,"FL Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,FL,Prime
09101,"FL Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,FL,Prime
09102,"FL Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,FL,Prime
J4339,"Flagship Enterprises Holdings, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3989,"Floor & Decor - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
FLCCR,"Florida Community Care",yes,yes,no,enrollment,no,no,no,yes,,FL,
FLCPC,"FLORIDA COMPLETE CARE",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1910,"Florida Fruit and Vegetable Association",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
86753,"Florida Health Administrators",yes,yes,no,no,no,no,no,,,,
ERA10,"Florida Health Administrators, Inc. (FHA) ",no,no,no,enrollment,no,no,no,,,,
59322,"Florida Health Care Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
48116,"Florida Hospital Waterman",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3306,"Florida Insurance Alliance - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
FLPAC,"Florida Pace Center",yes,yes,no,no,no,no,no,yes,,,
J4065,"Florida Sheriffs Risk Management Fund - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1299,"Florist Mutual Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3895,"Flour Bluff ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4164,"Flowers Foods, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
FH205,"Flume Health",yes,yes,no,enrollment,no,no,no,,commercial,,
48117,"FMH Benefit Services Inc",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3296,FMI,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
85362,"Fnd For Medicare of Tulare Kings Counties Inc",no,no,no,enrollment,no,no,no,no,commercial,,
J3774,"Food Giant",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2158,"Foot Locker",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3793,"Ford Motor Company W/C Admin.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
11185,Foremost,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
25059,"Forest County Potawatomi Insurance Department",yes,yes,no,enrollment,no,no,no,no,commercial,,
J3824,"Forestry Mutual - At - South Carolina",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2153,"Forestry Mutual Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3825,"Forestry Mutual Insurance Small",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3784,"Foss Maritime Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
BOONG,"FOUNDATION BENEFIT ADMINISTRATOR",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4555,"Foundation Building Materials LLC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
TKFMC,"Foundation for Medical Care of Tulare & Kings County",yes,yes,no,enrollment,no,no,no,no,commercial,,
J4159,"Fox Corporation - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
FVMCH,"FOX VALLEY MEDICINE SITE 199",yes,yes,no,enrollment,no,no,no,yes,commercial,,
64069,"FoxEverett Inc",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4363,"Franchise Group, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1883,"Franciscan Alliance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
FSHW1,"Franciscan Senior Health & Wellness",yes,yes,no,enrollment,no,no,no,,,,
J3345,"Franciscan Sisters Of Chicago Service Corporation (FSCSC) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1440,"Frankenmuth Mutual ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4100,"Franklin County (NY)  - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3297,"Franklin Mutual",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ERA14,"Free Market Administrators",no,no,no,enrollment,no,no,no,,,,
SB942,"Freedom Blue Medicare Advantage Highmark",enrollment,enrollment,no,enrollment,yes,no,no,yes,bcbs,PA,Prime
67136,"Freedom Claims Management",yes,yes,no,no,no,no,no,yes,commercial,,
41212,"Freedom Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
62324,"Freedom Life Insurance Company of America",yes,yes,no,no,no,no,no,yes,commercial,TX,
J4313,"Freeman Hospital (MO only)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
99660,"Fresno PACE",yes,yes,no,no,no,no,no,,commercial,,
J2357,"Fresno Unified School District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1984,"Friedkin Companies, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
93158,"Fringe Benefit Group",yes,yes,no,no,no,no,no,yes,commercial,,
59204,"Fringe Benefits Coordinators",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4476,"Frontier Management LLC (CORVEL)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
34171,"FrontPath Health Coalition",yes,yes,no,no,no,no,no,yes,commercial,,
J4225,"Fullerton School District (CA) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1633,"Fullerton Union High School District (CA)",no,no,no,enrollment,no,yes,yes,no,workerscomp,,
J3353,Futurecomp,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2288,"G&A Partners",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
00601,"GA BCBS",yes,yes,no,enrollment,yes,yes,no,yes,bcbs,GA,Prime
SKGA0,"GA Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,GA,"Non Prime"
10211,"GA Medicare Part A",enrollment,no,no,enrollment,no,yes,no,yes,medicare,GA,
10212,"GA Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,GA,Prime
TP117,"GAB Robbins, Inc. ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4518,"Gain (Auto & Personal Injury)",yes,yes,no,no,no,yes,yes,,workerscomp,,
TP057,"Gallagher Bassett",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J2257,Gallo,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
30005,"Galveston County Indigent Health",yes,yes,no,no,no,no,no,no,commercial,,
J1519,"Garden Grove Unified School District - CA ONLY",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1066,"Gates Corp Dba Gates Rubber Co",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
60550,"Gateway Health Plan - Medicare Assured",yes,yes,no,enrollment,no,no,no,yes,commercial,,
25169,"Gateway Health Plan Medicaid PA",yes,yes,no,enrollment,no,no,no,yes,commercial,PA,
SX078,"Gateway PA",no,enrollment,no,enrollment,no,no,no,yes,bcbs,PA,
80241,"GBS - Group Benefit Services Inc",yes,yes,no,no,no,no,no,no,commercial,,
J4000,"GCG Risk Management",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1557,"GE Auto",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
44054,GEHA,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1747,"GEICO ",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
75273,"Geisinger Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1678,"General Parts International",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
PROSP,"Genesis Healthcare",yes,yes,no,enrollment,no,no,no,no,commercial,,
J1461,"GEO (Bunch CareSolutions)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4607,"Georgia (GA) Power",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1304,"Georgia Casualty & Surety Co",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
31140,"Georgia Health Advantage",yes,yes,no,no,no,no,no,,commercial,,
J4078,"Georgia Municipal Association - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4662,"Georgia School Board Association (GSBA)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2137,"Georgie's Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
25531,"GHI HMO",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4372,"Giddings ISD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1927,"Gillette Childrens Specialty Healthcare",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4299,"Glacier Bay TPA - Bethlehem Central School District",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4296,"Glacier Bay TPA - Business Council WC Mfrs Grp Self Ins Trust",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4293,"Glacier Bay TPA - Contractors Compensation Trust",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4295,"Glacier Bay TPA - Empire State Hospitality WC Trust",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4297,"Glacier Bay TPA - NY Petroleum Associations Comp Trust",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4298,"Glacier Bay TPA - Retailers of NY WC Trust",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4294,"Glacier Bay TPA - The Elec-Con Trust",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4292,"Glacier Bay TPA on Behalf of Safety Casualty Corp",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
C1126,"Glatfelter Claims Mgmt Inc",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
68251,"Global Benefits Group",yes,yes,no,no,no,no,no,yes,commercial,,
07689,"Global Care Inc",yes,yes,no,enrollment,no,no,no,yes,commercial,,
MPM05,"Global Care Medical Group IPA",yes,yes,no,enrollment,no,no,no,,commercial,,
GEM01,"Global Excel Management",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4648,"Global Experience Specialists, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,no,,,,
GHOKC,"Global Health",yes,yes,no,enrollment,no,no,no,yes,commercial,,
GMICC,"GLOBAL MEDICAL MANAGEMENT",yes,yes,no,no,no,no,no,no,commercial,,
91472,"Globe Life and Accident Insurance Company",no,no,no,enrollment,no,no,no,,commercial,,
C1028,"GMAC Insurance Management Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ERA16,"GMP Employers Retiree Trust ",no,no,no,enrollment,no,no,no,,commercial,,
85664,"GMR Healthcare",yes,yes,no,no,no,no,no,no,commercial,,
47083,"GMS Inc",yes,yes,no,enrollment,no,no,no,yes,commercial,,
77160,"Gold Coast",yes,yes,no,enrollment,no,no,no,yes,,,
A6865,"Gold Kidney Health Plan",yes,yes,no,enrollment,no,no,no,yes,commercial,,
GBHP1,"Golden Bay Health Plan",yes,yes,no,no,no,no,no,,commercial,,
J1067,"Golden Corral Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1430,"Golden Eagle",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4054,"Golden Empire Transit District (Part of Tristar Risk Management)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3889,"Golden Gate Jones Act  (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
37602,"Golden Rule Insurance Company",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J4322,"Golub Corporation",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
GMGSA,"Gonzaba Medical Group",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1647,"Good Samaritan Hospital",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1094,"Good2go Insurance (aka Personal Service Insurance)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3906,"Goodfellow Top Grade Construction LLC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1621,"Goodwill Industries",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
